MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","창원마산회원","성인","출장","63","관리자","3등급","20240709","M","163.6","63.6","27.3",,"71","124","29.1","37",,,"3.9",,,,,,"23.8","30",,,,,,,,,"58.2",,,,,,,,"104","38.3",,,"0.414","0.478",,,,,,
"1","KSPO광주(출장)","유아기","출장","58","관리자","참가","20240709","F","106.2","21.6",,,,,"10","5.5","18",,"12.2",,,,,,"19.2",,"19",,"86",,,,,,"46.3",,,,,,,,,,,,,,,,,"10.99","31.08",
"1","KSPO송파","성인","일반","24","관리자","1등급","20240709","F","162.6","50.4","25.6","68.6","71","120","26","27.2",,,"23.2",,,,,,"19.1","56","30",,"186",,,,,,"54.0",,"37.3",,,,,,,,,,"0.359",,,,,,,
"1","창원마산회원","성인","출장","41","관리자","참가","20240709","M","173.2","88.2","35.9",,"87","136","24.7","26.8",,,"-4.1",,,,,,"29.4","17",,,,,,,,,"30.4",,,,,,,,,,,,"0.424","0.353",,,,,,
"1","KSPO광주(출장)","유아기","출장","65","관리자","3등급","20240709","F","105.7","16.1",,,,,"9.0","7.0","10",,"16.5",,,,,,"14.4",,"39",,"79",,,,,,"55.9",,,,,,,,,,,,,,,,,"10.75","27.66",
"1","창원마산회원","성인","출장","62","관리자","1등급","20240709","F","163","52.2","23",,"70","119","22.8","22.4",,,"19.7",,,,,,"19.6","31",,,,,,,,,"43.7",,,,,,,,"121","31.1",,,"0.530","0.440",,,,,,
"1","마포","성인","일반","19","관리자","2등급","20240709","M","176.5","65.5","9.5","69","46","125","49.2","52.7",,,"16.3",,,,,,"21.0","51",,,"281",,,,,,"80.5",,,,,,,,"79","53.4",,,"0.298",,,,,,,
"1","KSPO광주(출장)","유아기","출장","56","관리자","참가","20240709","F","109.3","17.5",,,,,"10","8.0","10",,"9.4",,,,,,"14.6",,"21",,"80",,,,,,"57.1",,,,,,,,,,,,,,,,,"8.79","27.48",
"1","창원마산회원","어르신","출장","79","관리자","참가","20240709","M","169.5","74.3","32.3",,"76","135","28.8","28.5",,,"-6.3",,,,,,"25.9",,,,,"17",,"67","5.92","26.08","38.8",,,,,,,,,,,,,,,,,,,"28.8"
"1","KSPO광주(출장)","유아기","출장","59","관리자","참가","20240709","F","111.5","20.8",,,,,"6.0","10","12",,"4.0",,,,,,"16.7",,"22",,"94",,,,,,"48.1",,,,,,,,,,,,,,,,,"9.96","24.22",
"2","서초","성인","일반","23","관리자","1등급","20240709","F","167.8","57.2","24.4","65.3","81","125","27.9","30.9",,,"25.1",,,,,,"20.3","40","30",,"189",,,,,,"54.0",,"36.4",,,,,,,,,,"0.273",,,,,,,
"1","창원마산회원","성인","출장","46","관리자","참가","20240709","F","159.4","75.3","40.7",,"86","140","24.3","25.6",,,"11.7",,,,,,"29.6","22",,,,,,,,,"34.0",,,,,,,,"142","25.4",,,"0.433","0.385",,,,,,
"2","KSPO광주(출장)","유아기","출장","75","관리자","참가","20240709","M","117.6","24.8",,,,,"11","10.5","6",,"7.5",,,,,,"17.9",,"79",,"110",,,,,,"44.4",,,,,,,,,,,,,,,,,"10.46","18.43",
"6","창원마산회원","어르신","출장","65","관리자","2등급","20240709","M","173.3","72.9","18.5",,"80","122","42.7","47",,,"15.6",,,,,,"24.3",,,,,"28",,"121","4.26","17.95","64.5",,,,,,,,,,,,,,,,,,,"47.0"
"1","창원마산회원","어르신","출장","65","관리자","3등급","20240709","M","170.3","68","26.2",,"65","130","31.2","32",,,"12.3",,,,,,"23.4",,,,,"23",,"103","4.77","21.36","47.1",,,,,,,,,,,,,,,,,,,"32.0"
"2","KSPO광주(출장)","유아기","출장","71","관리자","3등급","20240709","M","120.0","21.5",,,,,"8.5","10.5","7",,"7.3",,,,,,"14.9",,"40",,"91",,,,,,"48.8",,,,,,,,,,,,,,,,,"9.67","20.04",
"1","창원마산회원","어르신","출장","74","관리자","3등급","20240709","F","157","62.5","35",,"98","158","22.9","25.7",,,"12",,,,,,"25.4",,,,,"24",,"98","5.24","20.73","41.1",,,,,,,,,,,,,,,,,,,"25.7"
"1","서구(대전)","성인","일반","28","관리자","2등급","20240709","M","179","70.2","20.1",,"70","140","41.4","41.6",,,"13.5",,,,,,"21.9","50","65",,,,,,,,"59.3",,"47.5",,,,,,,,,,"0.307","0.563",,,,,,
"1","KSPO광주(출장)","유아기","출장","77","관리자","참가","20240709","M","117.8","21.3",,,,,"13","15.5","8",,"16.0",,,,,,"15.3",,"31",,"120",,,,,,"72.8",,,,,,,,,,,,,,,,,"8.15","19.39",
"1","창원마산회원","성인","출장","57","관리자","참가","20240709","F","152.8","63.5","43.1",,"76","130","16.5","20.6",,,"2.6",,,,,,"27.2","4",,,,,,,,,"32.4",,,,,,,,"103","30.4",,,"0.433","0.391",,,,,,
"1","창원마산회원","어르신","출장","71","관리자","2등급","20240709","F","154.9","58.7","30.1",,"70","129","22.1","21",,,"17.9",,,,,,"24.5",,,,,"31",,"118","4.62","19.81","37.6",,,,,,,,,,,,,,,,,,,"22.1"
"2","시흥","성인","일반","24","관리자","참가","20240709","F","159","50.7","32.4","66.5","76","105","23.3","20.3",,,"6.9",,,,,,"20.1","22",,,,,,,,,"46.0",,,"94","133","165",,"36.7",,,,,"0.355","0.413",,,,,,
"1","KSPO광주(출장)","유아기","출장","67","관리자","2등급","20240709","M","114.1","20.0",,,,,"13.5","12.5","7",,"17.5",,,,,,"15.4",,"97",,"126",,,,,,"67.5",,,,,,,,,,,,,,,,,"7.62","25.44",
"4","KSPO송파","성인","일반","19","관리자","2등급","20240709","M","182.2","84.2","8.8","80.8","80","120","52.1","49.8",,,"17.2",,,,,,"25.4","57","55","9.82","280",,,,,,"61.9",,"43.8",,,,,,,,,,,,,,,,,
"2","KSPO광주(출장)","유아기","출장","67","관리자","참가","20240709","M","109.9","17.5",,,,,"10.0","11","6",,"-5.0",,,,,,"14.5",,"16",,"91",,,,,,"62.9",,,,,,,,,,,,,,,,,"8.88","22.56",
"1","창원마산회원","성인","출장","53","관리자","참가","20240709","F","160.3","57.1","34.6",,"75","125","21.6","21.9",,,"9.5",,,,,,"22.2","24",,,,,,,,,"38.4",,,,,,,,"117","31.8",,,"0.484","0.332",,,,,,
"2","KSPO광주(출장)","유아기","출장","67","관리자","참가","20240709","M","108.0","15.8",,,,,"12","10.0","8",,"7.5",,,,,,"13.5",,"16",,"104",,,,,,"75.9",,,,,,,,,,,,,,,,,"9.56","26.33",
"2","KSPO광주(출장)","유아기","출장","72","관리자","참가","20240709","M","117.0","22.0",,,,,"12","10.0","6",,"4.5",,,,,,"16.1",,"28",,"110",,,,,,"54.5",,,,,,,,,,,,,,,,,"8.94","23.07",
"4","창원마산회원","성인","출장","64","관리자","참가","20240709","F","150","49.3","30.9",,"69","102","26.5","30",,,"17.8",,,,,,"21.9","6",,,,,,,,,"60.9",,,,,,,,"74","35.9",,,"0.467","0.405",,,,,,
"2","KSPO광주(출장)","유아기","출장","76","관리자","참가","20240709","M","120.2","33.9",,,,,"14.5","13","5",,"11.0",,,,,,"23.5",,"31",,"85",,,,,,"42.8",,,,,,,,,,,,,,,,,"10.61","23.23",
"3","천안","성인","일반","20","관리자","참가","20240709","M","187.5","102.3","24.7",,"77","148","45.9","49.1",,,"-13.9",,,,,,"29.1","38",,,,,,,,,"48.0",,,,,,,,"121","39.6",,,"0.361","0.601",,,,,,
"1","안동","유아기","출장","67","관리자","참가","20240709","M","117.6","21.9",,,,,"10","12","18",,"6",,,,,,"15.8",,"78",,"125",,,,,,"54.8",,,,,,,,,,,,,,,,,"8.16","24.61",
"1","포천","성인","일반","34","관리자","참가","20240709","M","173.2","88.2","25","94","69","133","45.3","49.9",,,"5.8",,,,,,"29.4","38","42","12.3","202",,,,,,"56.6",,"39.1",,,,,,,,,,,,,,,,,
"2","안동","유아기","출장","77","관리자","3등급","20240709","M","117.2","25.6",,,,,"12","15.5","13",,"8.7",,,,,,"18.6",,"73",,"145",,,,,,"60.5",,,,,,,,,,,,,,,,,"8.78","20.60",
"2","KSPO광주(출장)","유아기","출장","75","관리자","참가","20240709","M","119.2","27.7",,,,,"5.5","11.5","7",,"4.0",,,,,,"19.5",,"17",,"85",,,,,,"41.5",,,,,,,,,,,,,,,,,"9.49","24.32",
"2","안동","유아기","출장","74","관리자","참가","20240709","M","120.7","23",,,,,"8","5","14",,"7.4",,,,,,"15.8",,"59",,"95",,,,,,"34.8",,,,,,,,,,,,,,,,,"11.57","23.36",
"1","안동","유아기","출장","67","관리자","참가","20240709","M","117.5","21.5",,,,,"6","5.5","11",,"7.7",,,,,,"15.6",,"48",,"95",,,,,,"27.9",,,,,,,,,,,,,,,,,"14.28","24.179",
"1","안동","유아기","출장","79","관리자","참가","20240709","M","121.6","23.7",,,,,"10","9.5","5",,"2.2",,,,,,"16.0",,"23",,"100",,,,,,"42.2",,,,,,,,,,,,,,,,,"11.35","24.19",
"2","안동","유아기","출장","75","관리자","참가","20240709","M","113.1","26.3",,,,,"11","10.5","11",,"3.3",,,,,,"20.6",,"41",,"125",,,,,,"41.8",,,,,,,,,,,,,,,,,"9.60","24.33",
"8","증평","어르신","일반","71","관리자","1등급","20240709","M","161.4","64.4","28.1","84.2","88","134","35","32.1",,,"14.5",,,,,,"24.7",,,,,"29",,"147","4.75","20.73","54.3",,,,,,,,,,,,,,,,,,,"35.0"
"1","KSPO광주(출장)","유아기","출장","64","관리자","3등급","20240709","M","118.9","23.2",,,,,"10.5","11.0","7",,"8.0",,,,,,"16.4",,"37",,"78",,,,,,"47.4",,,,,,,,,,,,,,,,,"10.95","27.58",
"5","KSPO대구","성인","일반","35","관리자","3등급","20240709","M","172.6","65.3","18.9","78.4","76","136","40.6","46.1",,,"6.9",,,,,,"21.9","61","46","9.5","246",,,,,,"70.6",,"43.4",,,,,,,,,,,,,,,,,
"1","창원","성인","일반","21","관리자","3등급","20240709","F","159","71.6","27.5","78","91","150","28.7","35.2",,,"11.5",,,,,,"28.3","37",,,"190",,,,,,"49.2",,,,,,,,"92","37.0",,,"0.459",,,,,,,
"1","청주","성인","일반","19","관리자","참가","20240709","M","183","120.5","39.1","128.1","70","113","44.3","46.4",,,"-9.9",,,,,,"36.0","36","9","13.6",,,,,,,"38.5",,"27.7",,,,,,,,,,,"0.465",,,,,,
"1","KSPO대구","성인","일반","51","관리자","참가","20240709","M","169.7","71.1","27.5","90.9","95","124","43.4","38.4",,,"3.9",,,,,,"24.7","36","20","13.4","167",,,,,,"61.0",,"35.2",,,,,,,,,,,,,,,,,
"1","KSPO광주(출장)","유아기","출장","57","관리자","참가","20240709","M","110.3","20.7",,,,,"13.5","12","7",,"6.5",,,,,,"17.0",,"19",,"95",,,,,,"65.2",,,,,,,,,,,,,,,,,"10.77","24.43",
"1","KSPO광주(출장)","유아기","출장","66","관리자","3등급","20240709","M","106.8","17.8",,,,,"12","9.5","3",,"13.2",,,,,,"15.6",,"62",,"93",,,,,,"67.4",,,,,,,,,,,,,,,,,"10.98","29.32",
"1","KSPO광주(출장)","유아기","출장","66","관리자","참가","20240709","M","117.5","21.8",,,,,"14","15","5",,"9.8",,,,,,"15.8",,"22",,"94",,,,,,"68.8",,,,,,,,,,,,,,,,,"11.40","34.94",
"3","포천","성인","일반","63","관리자","참가","20240709","M","164.7","72.4","30.8","91","68","120","40.6","43.4",,,"5.8",,,,,,"26.7","26",,,,,,,,,"59.9",,,"83","98","110","144","37.4",,,,,"0.369","0.285",,,,,,
"3","서대문","성인","일반","30","관리자","2등급","20240709","M","168","63.6","18.4",,"80","120","36.1","37.3",,,"15.1",,,,,,"22.5","60",,"10.1",,,,,,,"58.6",,,,,,,,"81","50.1",,,,"0.640",,,,,,
"40","서초","어르신","일반","79","관리자","1등급","20240709","M","168.7","72.3","27.1","87.7","62","132","38.7","37.2",,,"8.5",,,,,,"25.4",,,,,"32",,"124","4.29","18.20","53.5",,,,,,,,,,,,,,,,,,,"38.7"
"1","KSPO광주(출장)","유아기","출장","61","관리자","2등급","20240709","M","112.6","19.5",,,,,"7","10.5","20",,"11.5",,,,,,"15.4",,"100",,"100",,,,,,"53.8",,,,,,,,,,,,,,,,,"9.05","25.23",
"4","증평","성인","일반","63","관리자","참가","20240709","F","145.0","57.0","39.9","81.3","51","100","24.4","24",,,"13.7",,,,,,"27.1","11",,"15.2","115",,,,,,"42.8",,,"71","116","148",,"29.3",,,,,,,,,,,,
"1","고양","성인","출장","38","관리자","참가","20240709","F","171.2","73.5","32.1",,"64","118","32.5","30",,,"23.6",,,,,,"25.1","23",,,,,,,,,"44.2",,,,,,,,"97","34.0",,,"0.397","0.458",,,,,,
"1","KSPO광주(출장)","유아기","출장","57","관리자","참가","20240709","M","109.1","20.9",,,,,"3.5","5.0","1",,"7.5",,,,,,"17.6",,"42",,"61",,,,,,"23.9",,,,,,,,,,,,,,,,,"10.43","29.62",
"4","제주","성인","일반","29","관리자","참가","20240709","M","171.9","72.7","16.8","78.8","44","107","32.8","37.1",,,"4.2",,,,,,"24.6","53",,,"233",,,,,,"51.0",,,,,,,,"75","49.5",,,"0.256",,,,,,,
"2","안동","유아기","출장","74","관리자","참가","20240709","F","113.9","21.1",,,,,"6.5","10","11",,"13.3",,,,,,"16.3",,"41",,"105",,,,,,"47.4",,,,,,,,,,,,,,,,,"8.75","19.96",
"2","전주","성인","일반","21","관리자","2등급","20240709","M","163","76.8","33.1","96","85","143","39.4","44.9",,,"11.7",,,,,,"28.9","48",,,,,,,,,"58.5",,,,,,,,"106","45.4",,,"0.293","0.575",,,,,,
"1","KSPO광주(출장)","유아기","출장","56","관리자","참가","20240709","M","105.4","15.6",,,,,"8.5","10.5","3",,"4.5",,,,,,"14.0",,"43",,"88",,,,,,"67.3",,,,,,,,,,,,,,,,,"10.51","26.43",
"1","고양","성인","출장","38","관리자","참가","20240709","M","167.7","77.3","27.2",,"88","136","34.4","40.1",,,"18.5",,,,,,"27.5","30",,,,,,,,,"51.9",,,,,,,,"107","41.3",,,"0.317","0.503",,,,,,
"1","KSPO광주(출장)","유아기","출장","61","관리자","참가","20240709","M","114","17.8",,,,,"9.5","10.0","2",,"14.0",,,,,,"13.7",,"9",,"83",,,,,,"56.2",,,,,,,,,,,,,,,,,"11.11","28.62",
"2","마포","성인","일반","23","관리자","2등급","20240709","F","167.8","51.9","24.7","63","58","102","24.5","30.8",,,"15.5",,,,,,"18.4","34",,,"164",,,,,,"59.3",,,,,,,,"103","41.0",,,"0.354",,,,,,,
"1","안동","유아기","출장","75","관리자","참가","20240709","F","115.7","21",,,,,"9.5","10","1",,"8",,,,,,"15.7",,"41",,"85",,,,,,"47.6",,,,,,,,,,,,,,,,,"9.91","23.88",
"1","KSPO광주(출장)","유아기","출장","59","관리자","참가","20240709","M","111","20.3",,,,,"10","12.0","3",,"3.5",,,,,,"16.5",,"50",,"75",,,,,,"59.1",,,,,,,,,,,,,,,,,"9.44","27.95",
"1","KSPO광주(출장)","유아기","출장","66","관리자","참가","20240709","M","104.4","16.0",,,,,"3.5","3","12",,"11.0",,,,,,"14.7",,"51",,"91",,,,,,"21.9",,,,,,,,,,,,,,,,,"13.92","31.29",
"1","강북","성인","일반","22","관리자","참가","20240709","F","164.7","44.60","20.3","61","72","111","26","28.2",,,"22.6",,,,,,"16.4","0",,,"146",,,,,,"63.2",,,,,,,,"140","38.2",,,"0.387",,,,,,,
"1","안동","유아기","출장","70","관리자","참가","20240709","M","120.3","30.7",,,,,"6","5","0",,"4.7",,,,,,"21.2",,"45",,"65",,,,,,"19.5",,,,,,,,,,,,,,,,,"12.12","23.10",
"2","KSPO광주(출장)","유아기","출장","69","관리자","참가","20240709","F","119.2","23.3",,,,,"13","12.5","5",,"10.8",,,,,,"16.4",,"15",,"108",,,,,,"55.8",,,,,,,,,,,,,,,,,"9.51","23.21",
"2","서대문","성인","일반","64","관리자","3등급","20240709","M","174.2","66.7","19.2",,"80","120","35.6","39.4",,,"14.6",,,,,,"22.0","28","16","12.56","152",,,,,,"59.1",,"33.8",,,,,,,,,,,,,,,,,
"1","강북","성인","일반","60","관리자","3등급","20240709","M","155.8","50.20","25.3","78","83","131","27.8","31.4",,,"12.6",,,,,,"20.7","23",,,,,,,,,"62.5",,,,,,,,"146","35.2",,,"0.355","0.370",,,,,,
"1","KSPO광주(출장)","유아기","출장","67","관리자","참가","20240709","F","108.5","20.1",,,,,"8.5","9.5","11",,"14.6",,,,,,"17.1",,"23",,"105",,,,,,"47.3",,,,,,,,,,,,,,,,,"9.72","20.43",
"1","KSPO송파","성인","일반","19","관리자","3등급","20240709","F","154.0","56.0","36.6","77.4","60","108","20","21.9",,,"10.3",,,,,,"23.6","38",,,,,,,,,"39.1",,,"95","131","168",,"35.0",,,,,"0.371","0.451",,,,,,
"1","KSPO광주(출장)","유아기","출장","77","관리자","참가","20240709","F","120.9","22.8",,,,,"6","11.0","6",,"7.4",,,,,,"15.6",,"16",,"81",,,,,,"48.2",,,,,,,,,,,,,,,,,"9.47","20.86",
"1","안동","유아기","출장","77","관리자","참가","20240709","M","122.2","25.9",,,,,"10","9","6",,"6.6",,,,,,"17.3",,"75",,"90",,,,,,"38.6",,,,,,,,,,,,,,,,,"11.16","22.69",
"1","동구(광주)","성인","일반","59","관리자","참가","20240709","M","170.9","74.9","25.4","87","80","129","33.9","41.5",,,"-2.4",,,,,,"25.6","21","16","13.82",,,,,,,"55.4",,"33.0",,,,,,,,,,,"0.464",,,,,,
"2","안동","유아기","출장","78","관리자","2등급","20240709","F","119.7","26.5",,,,,"8","12.6","11",,"14",,,,,,"18.5",,"84",,"85",,,,,,"47.5",,,,,,,,,,,,,,,,,"8.84","24.29",
"1","KSPO광주(출장)","유아기","출장","77","관리자","참가","20240709","F","113.9","19.4",,,,,"11","8.5","5",,"8.5",,,,,,"15.0",,"63",,"95",,,,,,"56.7",,,,,,,,,,,,,,,,,"10.00","22.00",
"2","KSPO광주(출장)","유아기","출장","76","관리자","참가","20240709","F","109.7","16.9",,,,,"8","6.5","1",,"-1.0",,,,,,"14.0",,"16",,"45",,,,,,"47.3",,,,,,,,,,,,,,,,,"10.86","31.51",
"1","안동","유아기","출장","68","관리자","참가","20240709","F","108.1","17.6",,,,,"9.8","11.6","9",,"11.4",,,,,,"15.1",,"35",,"120",,,,,,"65.9",,,,,,,,,,,,,,,,,"13.62","25.97",
"2","KSPO광주(출장)","유아기","출장","73","관리자","참가","20240709","F","113.9","24.6",,,,,"12.5","13","11",,"14.1",,,,,,"19.0",,"43",,"105",,,,,,"52.8",,,,,,,,,,,,,,,,,"8.22","23.33",
"2","KSPO광주(출장)","유아기","출장","75","관리자","2등급","20240709","F","111.6","21.6",,,,,"11","13.5","12",,"17.0",,,,,,"17.3",,"63",,"104",,,,,,"62.5",,,,,,,,,,,,,,,,,"8.87","20.78",
"2","KSPO광주(출장)","유아기","출장","71","관리자","참가","20240709","F","123.2","29.9",,,,,"10.5","8.0","11",,"12.7",,,,,,"19.7",,"16",,"94",,,,,,"35.1",,,,,,,,,,,,,,,,,"9.72","24.20",
"2","안동","유아기","출장","71","관리자","참가","20240709","F","115.7","18.2",,,,,"10.5","10","8",,"3.1",,,,,,"13.6",,"43",,"75",,,,,,"57.7",,,,,,,,,,,,,,,,,"10.78","23.59",
"1","안동","유아기","출장","77","관리자","3등급","20240709","F","121.9","23.6",,,,,"9.2","11","12",,"13.6",,,,,,"15.9",,"58",,"105",,,,,,"46.6",,,,,,,,,,,,,,,,,"10.16","21.75",
"1","수원","성인","일반","19","관리자","참가","20240709","M","171","67","20.4","81","57","111","35.9","37.2",,,"3",,,,,,"22.9","42",,,"162",,,,,,"55.5",,,,,,,,"129","45.3",,,"0.492",,,,,,,
"1","수원","성인","일반","20","관리자","참가","20240709","M","173","70","24.8","84","69","112","36.5","41",,,"-14.7",,,,,,"23.4","34",,,,,,,,,"58.6",,,,,,,,"98","49.1",,,"0.417","0.518",,,,,,
"1","수원","성인","일반","20","관리자","3등급","20240709","M","173.4","63.1","17.1","79","75","132","42","36.2",,,"7.6",,,,,,"21.0","50",,,"190",,,,,,"66.6",,,,,,,,"127","46.4",,,"0.403",,,,,,,
"1","수원","성인","일반","21","관리자","3등급","20240709","M","181.3","79.2","14.6","84","93","145","42.9","43.2",,,"12.2",,,,,,"24.1","55",,,"182",,,,,,"54.5",,,,,,,,"72","51.2",,,"0.34",,,,,,,
"2","안동","유아기","출장","74","관리자","2등급","20240709","M","116.8","21.1",,,,,"11","10.5","38",,"19.3",,,,,,"15.5",,"70",,"110",,,,,,"52.1",,,,,,,,,,,,,,,,,"8.94","23.52",
"2","안동","유아기","출장","75","관리자","2등급","20240709","F","121.4","22.3",,,,,"10.6","10","9",,"13.5",,,,,,"15.1",,"82",,"100",,,,,,"47.5",,,,,,,,,,,,,,,,,"9.5","22.57",
"1","시흥","청소년","일반","18","관리자","참가","20240709","F","171.5","79.3","38.2","86","62","110","29.3","30.5",,"39","20.4","20.5","0.503","39.163","11","39.669","27.0",,,,,,,,,,"38.5",,,"89","121","146",,"34.8",,,,,,,,,,,,
"1","안동","유아기","출장","77","관리자","참가","20240709","F","115.3","23",,,,,"8.3","9","2",,"17.9",,,,,,"17.3",,"82",,"109",,,,,,"39.1",,,,,,,,,,,,,,,,,"9.40","20.74",
"2","안동","유아기","출장","78","관리자","참가","20240709","M","116.3","21.5",,,,,"9","7","5",,"17",,,,,,"15.9",,"93",,"107",,,,,,"41.9",,,,,,,,,,,,,,,,,"10.03","21",
"2","안동","유아기","출장","75","관리자","3등급","20240709","F","115.4","21.1",,,,,"9","11","10",,"10",,,,,,"15.8",,"93",,"105",,,,,,"52.1",,,,,,,,,,,,,,,,,"9.59","23.52",
"1","중구(서울)","성인","일반","26","관리자","참가","20240709","F","159.8","46.8","27","65","76","121","23.2","23.8",,,"14.6",,,,,,"18.3","20",,,,,,,,,"50.9",,,"93","116","141",,"40.3",,,,,"0.391","0.426",,,,,,
"2","사상","성인","일반","24","관리자","참가","20240709","M","172.8","78.9","25.6","87.2","67","114","42.1","45.5",,,"10.9",,,,,,"26.4","53",,,"202",,,,,,"57.7",,,,,,,,"90","47.3",,,"0.323",,,,,,,
"1","창원","성인","일반","29","관리자","2등급","20240709","F","158.2","56.7","28.9","65","73","116","25","25.9",,,"21.9",,,,,,"22.7","28",,,"146",,,,,,"45.7",,,,,,,,"88","39.6",,,"0.385",,,,,,,
"2","안동","유아기","출장","78","관리자","참가","20240709","M","109.6","18.8",,,,,"10","8","5",,"5",,,,,,"15.7",,"93",,"101",,,,,,"53.2",,,,,,,,,,,,,,,,,"8.10","27.72",
"3","사상","성인","일반","26","관리자","3등급","20240709","M","179.8","81.2","19.2","82.3","72","131","51.8","51.5",,,"8",,,,,,"25.1","49",,,"220",,,,,,"63.8",,,,,,,,"100","45.3",,,"0.335",,,,,,,
"1","스포원(금정)","성인","일반","19","관리자","참가","20240709","M","179.1","103.8","32.5",,"87","137","44.9","46.6",,,"4.2",,,,,,"32.4","32","38",,"219",,,,,,"44.9",,"37.0",,,,,,,,,,"0.347",,,,,,,
"1","남원","성인","일반","63","관리자","참가","20240709","F","156.6","54.3","27.2","78.8","74","114","18","17.2",,,"23.8",,,,,,"22.1","25","8","14.8","142",,,,,,"33.1",,"28.4",,,,,,,,,,,,,,,,,
"2","스포원(금정)","청소년","일반","18","관리자","3등급","20240709","M","182.9","77.4","20.4",,"86","137","42.6","41.6","65",,"8","16.9","0.633","48.56","11","49.066","23.1",,"49",,,,,,,,"55.0",,"44.0",,,,,,,,,,,,,,,,,
"1","안동","유아기","출장","52","관리자","참가","20240709","F","99.4","15.5",,,,,"6.5","8.4","0",,"6.3",,,,,,"15.7",,"43",,"75",,,,,,"54.2",,,,,,,,,,,,,,,,,"15.31","34.72",
"1","스포원(금정)","청소년","일반","18","관리자","2등급","20240709","M","174.3","71.1","10",,"71","131","52.2","58.8","61",,"15.6","17.31","0.694","50.57","10","51.030","23.4",,"56",,,,,,,,"82.7",,"45.2",,,,,,,,,,,,,,,,,
"1","KSPO송파","성인","일반","27","관리자","2등급","20240709","F","160.6","44.6","20.3","66","65","109","21.8","22.5",,,"18",,,,,,"17.3","37",,,,,,,,,"50.4",,,,,,,,"136","37.4",,,"0.290","0.499",,,,,,
"1","동작","성인","일반","32","관리자","2등급","20240709","M","166.2","58.8","14","68","81","116","48.7","55",,,"15.5",,,,,,"21.3","54",,,"247",,,,,,"93.5",,,,,,,,"144","41.3",,,"0.286",,,,,,,
"1","안동","유아기","출장","49","관리자","참가","20240709","M","96.6","15.3",,,,,"3.6","5.4","2",,"8.5",,,,,,"16.4",,"54",,"70",,,,,,"35.3",,,,,,,,,,,,,,,,,"14.56","30.61",
"1","동작","성인","일반","41","관리자","3등급","20240709","F","156.2","52.5","28.2","72","85","135","24.7","24.9",,,"26.3",,,,,,"21.5","24",,,"154",,,,,,"47.4",,,,,,,,"113","35.2",,,"0.277",,,,,,,
"1","안동","유아기","출장","54","관리자","참가","20240709","F","104.9","16.3",,,,,"8","8.5","7",,"7",,,,,,"14.8",,"74",,"55",,,,,,"52.1",,,,,,,,,,,,,,,,,"9.37","33.26",
"1","광산","성인","일반","52","관리자","참가","20240709","F","169","61.9","22.9","79","74","124","24.1","17.7",,,"8.9",,,,,,"21.7","8",,,"149",,,,,,"38.9",,,"85","103","119",,"35.9",,,,,"0.375",,,,,,,
"2","KSPO대구","성인","일반","24","관리자","1등급","20240709","F","166.2","58.6","20.4","72.1","82","122","32.6","29.7",,,"24.2",,,,,,"21.2","38",,"12.6","187",,,,,,"55.6",,,,,,,,"110","38.2",,,,,,,,,,
"1","안동","유아기","출장","52","관리자","참가","20240709","F","109.1","22.1",,,,,"2","5","0",,"4.3",,,,,,"18.6",,"41",,"45",,,,,,"22.6",,,,,,,,,,,,,,,,,"11.34","37.31",
"1","스포원(금정)","청소년","일반","18","관리자","참가","20240709","M","177.3","89.2","22.4",,"72","142","49.4","57.1","50",,"8.3","16.09","0.592","40.77","10","41.230","28.4",,"36",,,,,,,,"64.0",,"38.7",,,,,,,,,,,,,,,,,
