MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"2","제주","성인","출장","35","관리자","참가","20240703","M","175","76.7","28.6",,"82","119","43.5","50.8",,,"11",,,,,,"25.0","36",,,"191",,,,,,"66.2",,,,,,,,"124","40.2",,,"0.393",,,,,,,
"5","제주","성인","출장","43","관리자","참가","20240703","M","171","76.2","24.2",,"69","112","48.7","47.5",,,"4",,,,,,"26.1","38",,,"210",,,,,,"63.9",,,,,,,,"77","45.0",,,"0.344",,,,,,,
"3","제주","성인","출장","31","관리자","2등급","20240703","M","173.4","79.4","28.7",,"82","125","52","53",,,"9.5",,,,,,"26.4","42",,,"230",,,,,,"66.8",,,,,,,,"80","46.9",,,"0.287",,,,,,,
"3","제주","성인","출장","38","관리자","2등급","20240703","M","170","56.6","15.7",,"76","112","46.9","50.3",,,"14.4",,,,,,"19.6","43",,,"225",,,,,,"88.9",,,,,,,,"105","46.3",,,"0.335",,,,,,,
"4","제주","성인","출장","48","관리자","참가","20240703","M","167","70.5","31.6",,"82","116","42.8","46.2",,,,,,,,,"25.3","32",,,"183",,,,,,"65.5",,,,,,,,"114","39.2",,,"0.356",,,,,,,
"4","제주","성인","출장","35","관리자","참가","20240703","M","169","69.0","21.1",,"84","112","40.6","45.5",,,"-7.5",,,,,,"24.2","38",,,"195",,,,,,"65.9",,,,,,,,"110","43.5",,,"0.281",,,,,,,
"2","제주","성인","출장","35","관리자","참가","20240703","M","180","93.5","24.8",,"72","125","59.6","73",,,"-0.9",,,,,,"28.9","39",,,"180",,,,,,"78.1",,,,,,,,"127","36.4",,,"0.353",,,,,,,
"2","제주","성인","출장","40","관리자","참가","20240703","M","169","76.4","21.6",,"69","112","58.1","55.8",,,"4",,,,,,"26.7","39",,,"190",,,,,,"76.0",,,,,,,,"105","41.4",,,"0.322",,,,,,,
"4","제주","성인","출장","37","관리자","2등급","20240703","M","175","77.9","17.3",,"85","119","56.1","58",,,"13.5",,,,,,"25.4","52",,,"250",,,,,,"74.5",,,,,,,,"104","42.4",,,"0.448",,,,,,,
"4","제주","성인","출장","30","관리자","참가","20240703","M","173.4","82.2","18.5",,"76","115","52.6","49.2",,,"-5.5",,,,,,"27.3","47",,,"205",,,,,,"64.0",,,,,,,,"95","44.4",,,"0.344",,,,,,,
"4","제주","성인","출장","28","관리자","2등급","20240703","M","176","78.5","18.6",,"76","111","46.9","55.4",,,"11.5",,,,,,"25.3","54",,,"225",,,,,,"70.6",,,,,,,,"114","43.1",,,"0.282",,,,,,,
"5","제주","성인","출장","34","관리자","1등급","20240703","M","183","87","15.3",,"85","117","60.3","68.6",,,"15.1",,,,,,"26.0","48",,,"260",,,,,,"78.9",,,,,,,,"92","43.5",,,"0.302",,,,,,,
"3","제주","성인","출장","43","관리자","참가","20240703","M","178","73.7","24.1",,"74","126","48.2","59.7",,,"-18.5",,,,,,"23.3","26",,,"210",,,,,,"81.0",,,,,,,,"115","40.5",,,"0.310",,,,,,,
"2","제주","성인","출장","35","관리자","3등급","20240703","M","177","83.3","19.3",,"82","125","56.5","65",,,"8.3",,,,,,"26.6","39",,,"250",,,,,,"78.0",,,,,,,,"87","44.3",,,"0.326",,,,,,,
"2","제주","성인","출장","29","관리자","3등급","20240703","M","175","75.4","20.7",,"76","118","53.5","57.4",,,"13.2",,,,,,"24.6","38",,,"226",,,,,,"76.1",,,,,,,,"108","44.3",,,"0.344",,,,,,,
"4","제주","성인","출장","35","관리자","참가","20240703","M","167","84.4","32.9",,"72","116","51","55.2",,,"0.5",,,,,,"30.3","33",,,"205",,,,,,"65.4",,,,,,,,"111","39.8",,,"0.342",,,,,,,
"2","제주","성인","출장","28","관리자","참가","20240703","M","171.4","77.6","22.1",,"75","117","48.6","48.2",,,"5.2",,,,,,"26.4","39",,,"230",,,,,,"62.6",,,,,,,,"94","45.9",,,"0.324",,,,,,,
"2","제주","성인","출장","28","관리자","참가","20240703","M","174","89.7","34",,"72","120","58.3","55.2",,,"15.7",,,,,,"29.6","31",,,"230",,,,,,"65.0",,,,,,,,"114","40.4",,,"0.324",,,,,,,
"3","제주","성인","출장","55","관리자","참가","20240703","M","172","79.6","25.8",,"86","125","48.9","52.6",,,"-12",,,,,,"26.9","42",,,"200",,,,,,"66.1",,,,,,,,"88","39.7",,,"0.363",,,,,,,
"4","제주","성인","출장","48","관리자","참가","20240703","M","180","81.3","22.2",,"72","126","52","51.7",,,"13.7",,,,,,"25.1","23",,,"198",,,,,,"64.0",,,,,,,,"91","41.2",,,"0.429",,,,,,,
"2","제주","성인","출장","29","관리자","2등급","20240703","M","176","80","21.8",,"84","126","59.2","60",,,"14.2",,,,,,"25.8","47",,,"215",,,,,,"75.0",,,,,,,,"110","43.1",,,"0.307",,,,,,,
"4","제주","성인","출장","43","관리자","3등급","20240703","M","183","92.2","22.2",,"83","116","54.4","59.1",,,"24.3",,,,,,"27.5","33",,,"225",,,,,,"64.1",,,,,,,,"77","42.3",,,"0.289",,,,,,,
"5","제주","성인","출장","31","관리자","참가","20240703","M","178","88.7","22.5",,"72","126","60.9","67.7",,,"4",,,,,,"28.0","45",,,"250",,,,,,"76.3",,,,,,,,"146","35.5",,,"0.292",,,,,,,
"1","제주","성인","출장","50","관리자","3등급","20240703","M","171","76.3","23.9",,"74","116","50.9","49.9",,,"27.9",,,,,,"26.1","30",,,"195",,,,,,"66.7",,,,,,,,"88","41.6",,,"0.382",,,,,,,
"3","제주","성인","출장","26","관리자","참가","20240703","M","172","86.7","31.6",,"83","112","54.8","51.1",,,"1",,,,,,"29.3","30",,,"210",,,,,,"63.2",,,,,,,,"104","42.9",,,"0.342",,,,,,,
"2","제주","성인","출장","35","관리자","3등급","20240703","M","180","111.8","24.5",,"73","114","73.3","70.3",,,"15.3",,,,,,"34.5","44",,,"235",,,,,,"65.6",,,,,,,,"94","37.2",,,"0.337",,,,,,,
"5","제주","성인","출장","47","관리자","2등급","20240703","M","174","80","26.5",,"78","116","56.4","55.5",,,"11.7",,,,,,"26.4","37",,,"205",,,,,,"70.5",,,,,,,,"75","43.6",,,"0.316",,,,,,,
"4","제주","성인","출장","44","관리자","3등급","20240703","M","177","88.9","23.2",,"82","125","63.8","61.1",,,"8.2",,,,,,"28.4","48",,,"231",,,,,,"71.8",,,,,,,,"83","41.5",,,"0.333",,,,,,,
"2","제주","성인","출장","51","관리자","참가","20240703","M","173","101.9","35.1",,"86","112","40.8","40.9",,,"-14.3",,,,,,"34.0","18",,,"130",,,,,,"40.1",,,,,,,,,,,,"0.435",,,,,,,
"3","제주","성인","출장","30","관리자","참가","20240703","M","170.8","61.6","14.2",,"84","116","47.2","48.9",,,"3.6",,,,,,"21.1","37",,,"227",,,,,,"79.4",,,,,,,,"84","50.3",,,"0.343",,,,,,,
"2","KSPO아산(출장)","청소년","출장","17","관리자","참가","20240703","M","172.9","70","23.7",,"63","121","25.4","32.5","0",,"-9.9","20.13","0.549","63.475","15","64.165","23.4",,"33",,,,,,,,"46.4",,"40.7",,,,,,,,,,,,,,,,,
"4","제주","성인","출장","47","관리자","참가","20240703","M","169","62.4","21.3",,"66","118","42.5","42.3",,,"2.4",,,,,,"21.8","19",,,"210",,,,,,"68.1",,,,,,,,"109","42.2",,,"0.286",,,,,,,
"2","사천","성인","일반","26","관리자","3등급","20240704","M","167.6","53.4","18.8","73.3","75","131","42.6","43.8",,,"10.8",,,,,,"19.0","43","56",,,,,,,,"82.0",,"48.3",,,,,,,,,,"0.287","0.559",,,,,,
"5","목포","성인","일반","35","관리자","참가","20240704","M","176.1","87.8","31.8","106.1","76","123","44.8","48.5",,,"2.9",,,,,,"28.3","37",,,"210",,,,,,"55.2",,,,,,,,"125","37.7",,,"0.284",,,,,,,
"1","달서","어르신","일반","78","관리자","참가","20240704","M","162.6","72.26","32.8","94.3","65","125","22.4","25.2",,,"-0.4",,,,,,"27.3",,,,,"23",,"105","5.68","23.65","34.9",,,,,,,,,,,,,,,,,,,"25.2"
"2","세종","청소년","출장","17","관리자","참가","20240704","F","164.7","49.2","22.4",,"63","127","20.1","23.8",,"20","6.3","21.6","0.477","46.407","6","46.683","18.1",,"18",,"145",,,,,,"48.4",,"35.6",,,,,,,,,,,,,,,,,
"1","달서","어르신","일반","72","관리자","2등급","20240704","F","147.4","47.54","29.1","70.1","71","120","16.7","18.2",,,"13.9",,,,,,"21.9",,,,,"21",,"105","6.43","26.55","38.3",,,,,,,,,,,,,,,,,,,"18.2"
"1","세종","청소년","출장","16","관리자","참가","20240704","M","170.5","54.3","13.3",,"68","137","26.2","31.5",,"57","2.2","17.1","0.663","43.366","8","43.734","18.7",,"82",,"248",,,,,,"58.0",,"52.7",,,,,,,,,,,,,,,,,
"2","서구(대전)","성인","일반","26","관리자","3등급","20240704","F","163.1","47.9","25.9",,"62","105","18.7","16.5",,,"9.5",,,,,,"18.0","30",,,"152",,,,,,"39.0",,,,,,,,"136","37.0",,,"0.388",,,,,,,
"1","세종","청소년","출장","16","관리자","참가","20240704","M","163.6","55.2","16.1",,"64","131","29.8","40.6",,"54","-19.1","15.9","0.638","48.185","9","48.599","20.6",,"79",,"225",,,,,,"73.6",,"51.1",,,,,,,,,,,,,,,,,
"3","군산","성인","일반","36","관리자","참가","20240704","M","169.4","67.6","23.3","82","70","111","47.4","42.8",,,"-1.2",,,,,,"23.6","57","35",,"212",,,,,,"70.1",,"40.4",,,,,,,,,,"0.330",,,,,,,
"1","고양","청소년","일반","18","관리자","참가","20240704","M","174.5","60.3","15.2",,"67","110","38.1","42.1",,"46","15.1","17.78","0.601","45.975","8","46.343","19.8",,"30",,,,,,,,"69.8",,"42.0",,,,,,,,,,,,,,,,,
"1","고양","청소년","일반","17","관리자","3등급","20240704","M","169.4","84.5","22.1",,"57","110","37.9","46.9",,"54","18.8","16.8","0.638","48.628","12","49.180","29.4",,"44",,,,,,,,"55.5",,"39.7",,,,,,,,,,,,,,,,,
"2","서초","성인","일반","23","관리자","참가","20240704","F","165.3","52.4","23.0","71.0","72","128","23.4","28.7",,,"12.2",,,,,,"19.2","22",,,,,,,,,"54.8",,,,,,,,"153","34.6",,,"0.411","0.452",,,,,,
"2","동구(광주)","성인","일반","31","관리자","1등급","20240704","F","166","67.2","38.1","81","58","113","34.9","35.3",,,"34.1",,,,,,"24.4","42","26",,"186",,,,,,"52.5",,"33.2",,,,,,,,,,"0.328",,,,,,,
"3","강북","성인","일반","22","관리자","2등급","20240704","F","164.6","46.10","24.4","62.3","65","111","28.9","29.1",,,"15.9",,,,,,"17.0","37",,,,,,,,,"63.1",,,"94","151","171",,"39.4",,,,,"0.371","0.474",,,,,,
"2","서대문","성인","일반","28","관리자","1등급","20240704","F","160.5","51.0","29.0",,"62","110","28.3","30",,,"20.6",,,,,,"19.8","33",,"12.30",,,,,,,"58.8",,,,,,,,"98","40.2",,,,"0.479",,,,,,
"4","화성","청소년","일반","18","관리자","참가","20240704","M","172.9","91.8","28.4",,"73","135","37.8","41.6","29",,"6.5","18.1","0.539","47.542","7","47.864","30.7",,"37",,,,,,,,"45.3",,"37.7",,,,,,,,,,,,,,,,,
"1","서대문","성인","일반","19","관리자","3등급","20240704","M","169.5","70.6","24.7",,"82","151","44.1","46",,,"16.2",,,,,,"24.6","44",,"10.39",,,,,,,"65.2",,,"113","120","132","123","51.9",,,,,,"0.567",,,,,,
"2","안산","성인","일반","20","관리자","참가","20240704","M","176.0","83.1","24.7","85.5","83","121","41.6","43.9",,,"25.1",,,,,,"26.8","46",,,"233",,,,,,"52.8",,,,,,,,"152","38.4",,,"0.309",,,,,,,
"1","안산","성인","일반","21","관리자","3등급","20240704","F","163.3","54.7","30.0","73.4","58","109","22.4","26.3",,,"17.3",,,,,,"20.5","25",,,"122",,,,,,"48.1",,,"88","115","146",,"38.7",,,,,"0.355",,,,,,,
"2","마포","성인","일반","27","관리자","참가","20240704","F","161","49.2","31.5","71","62","101","18.3","21",,,"9.3",,,,,,"19.0","14",,,"120",,,,,,"42.7",,,,,,,,"108","39.7",,,"0.486",,,,,,,
"1","포항","성인","일반","28","관리자","2등급","20240704","M","176.3","76.9","11.3",,"72","130","53.5","55",,,"25.5",,,,,,"24.7","49",,,"234",,,,,,"71.5",,,,,,,,"87","47.4",,,"0.275",,,,,,,
"1","서초","성인","일반","19","관리자","1등급","20240704","M","176.7","76.2","13.9","78.1","59","127","53.6","55.5",,,"25.2",,,,,,"24.4","59",,"9.08",,,,,,,"72.8",,,,,,,,"71","52.2",,,,"0.663",,,,,,
"1","나주","성인","일반","57","관리자","3등급","20240704","F","158","51.2","26.5","61","52","101","23.4","24.4",,,"15",,,,,,"20.5","15",,,"120",,,,,,"47.7",,,"86","109","136",,"34.1",,,,,"0.337",,,,,,,
"2","서구(대전)","성인","일반","23","관리자","2등급","20240704","F","159.7","47.9","23.6",,"60","106","25.5","26.6",,,"16.5",,,,,,"18.8","33",,,"126",,,,,,"55.5",,,"94","128","158",,"38.5",,,,,"0.299",,,,,,,
"2","서구(대전)","성인","일반","26","관리자","1등급","20240704","F","169.6","54.1","21.2",,"65","109","22.5","25.9",,,"22.2",,,,,,"18.8","40",,,"181",,,,,,"47.9",,,,,,,,"110","39.2",,,"0.349",,,,,,,
"1","천안","성인","일반","28","관리자","3등급","20240704","M","177.9","72","26.1",,"65","120","46.4","47",,,"9.7",,,,,,"22.7","47","41","11.2",,,,,,,"65.3",,"41.7",,,,,,,,,,,"0.514",,,,,,
"5","동해","성인","일반","28","인바디","참가","20240704","M",,,,,,,,,,,"13.5",,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","포항","성인","일반","35","관리자","1등급","20240704","F","165.7","61.4","26.1",,"70","117","30.3","30.3",,,"28.5",,,,,,"22.4","43",,,"165",,,,,,"49.3",,,,,,,,"97","37.0",,,"0.278",,,,,,,
"19","KSPO송파별관(파크텔3층)","어르신","일반","66","관리자","3등급","20240704","F","156","57.9","32.6",,"90","138","24.2","22.2",,,"13.5",,,,,,"23.8",,,,,"30",,"118","4.60","20.38","41.8",,,,,,,,,,,,,,,,,,,"24.2"
"1","시흥","청소년","일반","18","관리자","참가","20240704","M","173","63.4","13.8","73","76","132","33","37.7",,"54","-2.1","17.1","0.670","49.989","9","50.403","21.2",,"37",,,,,,,,"59.5",,"42.7",,,,,,,,,,,,,,,,,
"3","사하","성인","일반","19","관리자","1등급","20240704","F","157.4","51.3","26.8","74","66","110","26.5","31.2",,,"19.9",,,,,,"20.7","36","31",,,,,,,,"60.8",,"37.6",,,,,,,,,,"0.297","0.502",,,,,,
"2","마포","성인","일반","19","관리자","참가","20240704","M","177.5","76.9","15.5","70","69","131","57","54.2",,,"8.6",,,,,,"24.4","40","64",,"250",,,,,,"74.1",,"47.1",,,,,,,,,,"0.286",,,,,,,
"2","서대문","성인","일반","27","관리자","2등급","20240704","F","164.1","52.9","27.4",,"80","120","24.6","25.6",,,"18",,,,,,"19.6","31",,,"157",,,,,,"48.4",,,,,,,,"141","35.0",,,"0.372",,,,,,,
"2","동작","성인","일반","24","관리자","3등급","20240704","F","174","59.8","23.5","68","62","118","28.9","27.1",,,"15.5",,,,,,"19.8","27",,,"174",,,,,,"48.3",,,,,,,,"113","38.3",,,"0.324",,,,,,,
"1","오산","성인","일반","24","관리자","참가","20240704","M","174.9","64.5","22.5","78.2","67","112","39.1","42.6",,,"0.4",,,,,,"21.1","41","37",,,,,,,,"66.0",,"42.2",,,,,,,,,,"0.565","0.428",,,,,,
"1","오산","청소년","일반","18","관리자","1등급","20240704","F","165","57.7","26.6","75.1","71","119","26.4","32.4",,"45","22.2","19.91","0.576","34.771","25","35.921","21.2",,,,,,,,,,"56.2",,,"93","124","146",,"39.3",,,,,,,,,,,,
"2","KSPO송파","성인","일반","28","관리자","2등급","20240704","F","172.1","69.0","33.3","88.5","84","123","33.3","38.3",,,"23.6",,,,,,"23.3","33",,"12.35",,,,,,,"55.5",,,"95","124","152",,"34.1",,,,,,"0.496",,,,,,
"2","KSPO송파","성인","일반","37","관리자","참가","20240704","F","167.2","59.6","32.8","76.2","60","107","27.2","28.8",,,"18.7",,,,,,"21.3","15",,,,,,,,,"48.3",,,"75","101","130",,"37.1",,,,,"0.356","0.444",,,,,,
"2","중구(서울)","성인","일반","22","관리자","2등급","20240704","F","167.2","54.5","18","67.3","50","108","31.2","34.4",,,"21.7",,,,,,"19.5","34",,,"182",,,,,,"63.1",,,,,,,,"142","35.8",,,"0.370",,,,,,,
"1","서초","성인","일반","20","관리자","3등급","20240704","F","156.6","57.3","34.6","73.0","64","122","20.9","26.1",,,"13.9",,,,,,"23.4","42","21","11.39","176",,,,,,"45.5",,"33.5",,,,,,,,,,,,,,,,,
"3","사하","성인","일반","20","관리자","1등급","20240704","M","176.9","68.7","12.9","74","76","131","51.4","47.6",,,"17.1",,,,,,"22.0","55",,,"243",,,,,,"74.8",,,,,,,,"92","50.5",,,"0.256",,,,,,,
"2","포항","성인","일반","30","관리자","2등급","20240704","M","175.5","89.1","22.8",,"73","131","50","52.9",,,"15",,,,,,"28.9","73",,"9.73",,,,,,,"59.4",,,"68","106","120","154","42.7",,,,,,"0.713",,,,,,
"2","성남","성인","일반","52","관리자","1등급","20240704","F","163.0","53.8","19.6",,"68","140","34.7","36.2",,,"27.7",,,,,,"20.2","29",,,"164",,,,,,"67.3",,,,,,,,"92","36.1",,,"0.316",,,,,,,
"1","성남","성인","일반","22","관리자","참가","20240704","F","165.6","51.6","34.2",,"78","120","22.1","25.2",,,"9.3",,,,,,"18.8","28",,,"151",,,,,,"48.8",,,,,,,,"128","38.0",,,"0.369",,,,,,,
"1","천안","성인","일반","20","관리자","참가","20240704","F","164.9","71.7","32.5",,"80","126","28.4","28",,,"26",,,,,,"26.4","53",,"10.82",,,,,,,"39.6",,,,,,,,"139","32.0",,,,,,,,,,
"1","미추홀","성인","일반","20","관리자","참가","20240704","M","167.3","72.8","29.8","87","84","120","35.9","37.1",,,"0.2",,,,,,"26.0","52",,,"232",,,,,,"51.0",,,,,,,,"108","46.5",,,"0.333",,,,,,,
"2","미추홀","성인","일반","24","관리자","2등급","20240704","F","171.4","65.2","28.1","80.4","57","98","30.6","32.7",,,"16.8",,,,,,"22.2","31",,,"189",,,,,,"50.2",,,,,,,,"78","41.0",,,"0.370",,,,,,,
"3","청주","성인","일반","24","관리자","3등급","20240704","F","163.7","49.9","25.1","71.3","60","97","31.7","30.5",,,"16.2",,,,,,"18.6","26",,"12.6","149",,,,,,"63.5",,,,,,,,"107","40.4",,,,,,,,,,
"1","성남","성인","일반","19","관리자","참가","20240704","F","164.0","84.4","39.3",,"95","136","28.8","31.3",,,"13.1",,,,,,"31.4","29","17",,"167",,,,,,"37.1",,"28.1",,,,,,,,,,"0.350",,,,,,,
"2","성남","성인","일반","41","관리자","참가","20240704","F","165.2","67.8","33.8",,"50","95","23.2","29.7",,,"8.4",,,,,,"24.8","20","16","12.48","169",,,,,,"43.8",,"29.6",,,,,,,,,,,,,,,,,
"1","고양","성인","일반","56","관리자","참가","20240704","F","155","53.2","26.3",,"81","134","24","27.1",,,"23.2",,,,,,"22.1","5","19","13.78","132",,,,,,"50.9",,"32.1",,,,,,,,,,,,,,,,,
"1","미추홀","성인","일반","24","관리자","참가","20240704","M","177.5","73.8","22.8","86","90","134","37.6","37.9",,,"7.3",,,,,,"23.4","30","24",,"173",,,,,,"51.4",,"37.7",,,,,,,,,,"0.334",,,,,,,
"1","미추홀","성인","일반","31","관리자","3등급","20240704","F","166.7","56.8","27.9","72.3","94","139","21.3","24.9",,,"16.9",,,,,,"20.4","34",,,"140",,,,,,"43.8",,,,,,,,"135","34.3",,,"0.372",,,,,,,
"1","고양","성인","일반","29","관리자","참가","20240704","M","169","72.1","19.4",,"69","117","36.9","49.1",,,"5.5",,,,,,"25.2","45","32","11.15","198",,,,,,"68.1",,"39.6",,,,,,,,,,,,,,,,,
"1","고양","성인","일반","26","관리자","참가","20240704","F","159.8","66.6","37.7",,"68","119","17.8","20",,,"10.2",,,,,,"26.1","2","10","15.67","92",,,,,,"30.0",,"28.5",,,,,,,,,,,,,,,,,
"1","청주","성인","일반","52","관리자","3등급","20240704","M","167.2","63.2","18.5","76.8","73","132","40.4","45.7",,,"11.6",,,,,,"22.6","29",,,"189",,,,,,"72.3",,,,,,,,"90","43.4",,,"0.360",,,,,,,
"1","청주","성인","일반","46","관리자","3등급","20240704","M","180.1","73.7","19.5","80.7","62","104","46.5","40.7",,,"14.7",,,,,,"22.7","30",,,"186",,,,,,"63.1",,,,,,,,"81","44.9",,,"0.346",,,,,,,
"3","청주","성인","일반","55","관리자","3등급","20240704","F","155.5","56.9","32.6","81.9","66","103","24.1","26.9",,,"13.9",,,,,,"23.5","18",,,"138",,,,,,"47.3",,,,,,,,"103","32.7",,,"0.380",,,,,,,
"2","청주","성인","일반","57","관리자","2등급","20240704","F","158","47.1","21.1","70.2","73","151","21.4","25",,,"16",,,,,,"18.9","25",,,"132",,,,,,"53.1",,,,,,,,"100","35.3",,,"0.266",,,,,,,
"2","세종","청소년","출장","16","관리자","참가","20240704","M","182.7","80","19",,"66","136","42.1","50.1",,"46","8.4","19.6","0.564","41.545","10","42.005","24.0",,"14",,"230",,,,,,"62.6",,"36.6",,,,,,,,,,,,,,,,,
"2","세종","청소년","출장","16","관리자","참가","20240704","F","163.7","54.2","28.4",,"77","119","22.5","21.5",,"38","-3.4","22.7","0.465","48.389","21","49.355","20.2",,"17",,"145",,,,,,"41.5",,"34.2",,,,,,,,,,,,,,,,,
"2","세종","청소년","출장","16","관리자","3등급","20240704","M","166.5","54.4","10.8",,"76","118","31.5","39",,"64","6","15.9","0.638","46.141","9","46.555","19.6",,"81",,"250",,,,,,"71.7",,"52.0",,,,,,,,,,,,,,,,,
"2","세종","청소년","출장","17","관리자","참가","20240704","F","154.2","48.1","29.4",,"75","120","20.8","22.6",,"53","-7.9","19.2","0.502","51.596","11","52.102","20.2",,"38",,"165",,,,,,"47.0",,"38.4",,,,,,,,,,,,,,,,,
"1","포천","성인","일반","44","관리자","3등급","20240704","M","176.8","79.6","22.9","83","80","123","43","43.3",,,"17.6",,,,,,"25.5","44",,,"211",,,,,,"54.4",,,,,,,,"108","39.8",,,"0.356",,,,,,,
"2","세종","청소년","출장","16","관리자","참가","20240704","F","165.2","69.4","36.7",,"76","122","22.3","23.8",,"40","27.2","20.8","0.489","53.524","8","53.892","25.4",,"34",,"175",,,,,,"34.3",,"34.8",,,,,,,,,,,,,,,,,
"4","삼척","성인","출장","55","관리자","2등급","20240704","M","167.3","72.8","27.4",,"72","119","40.4","41.6",,,"13.5",,,,,,"26.0","33",,"11.23","194",,,,,,"57.1",,,,,,,,"100","39.1",,,,,,,,,,
"3","원주","성인","일반","19","관리자","참가","20240704","M","171.1","68.4","16.2","74.6","78","129","46.7","46.6",,,"25.6",,,,,,"23.4","32","51",,,,,,,,"68.3",,"45.4",,,,,,,,,,"0.291","0.576",,,,,,
"2","세종","청소년","출장","17","관리자","참가","20240704","F","175.3","46.7","24.6",,"64","110","17.8","19.6",,"28","-9.7","22.7","0.477","49.424","6","49.700","15.2",,"17",,"130",,,,,,"42.0",,"36.9",,,,,,,,,,,,,,,,,
"2","수원","성인","일반","26","관리자","3등급","20240704","M","165.8","69.9","23.3","88","88","138","48.8","50",,,"5.5",,,,,,"25.4","66",,"9.9","234",,,,,,"71.5",,,"95","107","136",,"41.6",,,,,,,,,,,,
"1","수원","성인","일반","32","관리자","3등급","20240704","M","176.5","71.7","16.4","81","81","145","56.4","56.4",,,"7.6",,,,,,"23.0","50",,,"238",,,,,,"78.7",,,,,,,,"117","43.2",,,"0.336",,,,,,,
"5","삼척","성인","출장","48","관리자","참가","20240704","M","176.8","67.6","25.6",,"77","131","34.7","32.3",,,"6.1",,,,,,"21.6","42",,"12.27","180",,,,,,"51.3",,,,,,,,"98","43.0",,,,,,,,,,
"3","세종","청소년","출장","16","관리자","참가","20240704","F","167.8","59.6","29.7",,"77","110","19.6","22.9",,"51","12.5","18.1","0.527","37.236","15","37.926","21.2",,"16",,"168",,,,,,"38.4",,"33.5",,,,,,,,,,,,,,,,,
"2","세종","청소년","출장","17","관리자","3등급","20240704","F","160.5","50.8","31.5",,"76","109","21.7","28.2",,"43","15.4","20.8","0.514","47.995","12","48.547","19.7",,"21",,"163",,,,,,"55.5",,"35.3",,,,,,,,,,,,,,,,,
"1","양평","성인","일반","22","관리자","참가","20240704","F","162.6","46.90","19.7","68.7","74","110","25.6","24.2",,,"25.4",,,,,,"17.7","7","30",,"161",,,,,,"54.6",,"38.0",,,,,,,,,,"0.349",,,,,,,
"3","안산","성인","일반","64","관리자","참가","20240704","M","167.8","70.4","30","84.5","62","147","37.4","39.6",,,"10.3",,,,,,"25.0","23",,"12.9","177",,,,,,"56.3",,,"94","114","126","157","35.7",,,,,,,,,,,,
"1","세종","청소년","출장","16","관리자","참가","20240704","M","176","103.8","36.2",,"74","130","34.7","41.7",,"38","3.3","20.2","0.439","51.355","9","51.769","33.5",,"18",,"160",,,,,,"40.2",,"32.4",,,,,,,,,,,,,,,,,
"1","서구(대전)","성인","일반","31","관리자","2등급","20240704","M","164.6","66.8","16.3",,"68","110","39.4","37.6",,,"21.7",,,,,,"24.7","50","55","9.94","222",,,,,,"59.0",,"45.7",,,,,,,,,,,,,,,,,
"1","양평","성인","일반","30","관리자","1등급","20240704","F","159.6","56.70","24.5","77.2","99","153","35.5","36.7",,,"22",,,,,,"22.3","41","26","11.55","159",,,,,,"64.7",,"34.8",,,,,,,,,,,,,,,,,
"1","서대문","성인","일반","40","관리자","참가","20240704","F","162.5","44.0","15.5",,"55","85","22.5","23.8",,,"15.6",,,,,,"16.7","20",,"13.41","150",,,,,,"54.1",,,"91","125","144",,"39.2",,,,,,,,,,,,
"2","세종","청소년","출장","16","관리자","3등급","20240704","M","165.5","52.1","14.9",,"72","116","33.2","34.3",,"52","6.9","16.6","0.614","53.626","7","53.948","19.0",,"51",,"230",,,,,,"65.8",,"46.4",,,,,,,,,,,,,,,,,
